代码		名称    		涨幅%		现价		涨跌		涨速%		DDE净量		总手		换手%		量比		所属行业		现手		开盘		昨收		最高		最低		买价		卖价		市盈(动)		市净率		买量		卖量		委比%		振幅%		金额		均笔额		笔数		手/笔		外盘		内盘		总市值		流通市值		贡献度		 
SZ300429	强力新材	-0.68		29.40		-0.20		--		-0.34		2552143		1.92		0.92		化学制品	18900--		29.50		29.60		29.95		28.77		29.40		29.43		51.41		6.88		9700		1300		-7.61		3.99		74,628,260	22404.16	3331		766		1286063		1266080		7561268106	3917438427	--		
SZ300436	广生堂		-0.43		30.39		-0.13		--		-0.02		1702000		1.51		0.81		生物制品	9400--		30.18		30.52		30.85		29.60		30.38		30.39		89.11		7.62		28200		2600		+44.12		4.10		51,432,108	17323.04	2969		573		811100		890900		4309171323	3434024415	--		
SZ300437	清水源		+1.25		17.85		+0.22		--		-0.06		1657523		1.55		0.72		化学制品	22900--		17.73		17.63		18.15		17.62		17.79		17.85		19.49		3.13		1900		2800		+34.10		3.01		29,564,545	13407.96	2205		752		881046		776477		3897047165	1914015605	--		
SZ300439	美康生物	+4.97		24.90		+1.18		--		0.26		6231098		4.31		1.38		生物制品	63700--		24.35		23.72		25.00		23.65		24.89		24.90		33.60		4.96		4800		21200		-50.39		5.69		153,312,960	24239.20	6325		985		3682407		2548691		8639326410	3595725585	--		
SZ300440	运达科技	-0.68		8.79		-0.06		--		-0.02		7085134		1.59		1.18		计算机应用	99900--		8.78		8.85		9.06		8.60		8.79		8.80		228.6		3.11		54400		60100		+7.83		5.20		62,486,492	14633.84	4270		1659		2901644		4183490		4008152100	3918350208	--		
SZ300445	康斯特		+3.23		15.02		+0.47		--		0.26		1006989		2.48		1.52		仪器仪表	22600--		14.65		14.55		15.30		14.56		15.02		15.08		70.65		5.22		8700		10700		-24.56		5.09		15,117,472	12074.66	1252		804		508697		498292		2487528288	610851684	--		
SZ300448	浩云科技	+0.40		22.36		+0.09		--		--		436810		0.539		0.56		计算机应用	18100--		22.27		22.27		22.49		22.13		22.35		22.36		192.8		4.29		5000		9800		-44.62		1.62		9,760,339	11619.45	840		520		226162		210648		4882767958	1812436689	--		
SZ300449	汉邦高科	+0.26		19.55		+0.05		--		0.01		932358		0.941		0.51		计算机设备	58558--		19.63		19.50		19.89		19.25		19.55		19.56		亏损		2.57		2442		1700		+50.15		3.28		18,206,132	15197.11	1198		778		358800		573558		3039959899	1937222325	--		
SZ300451	创业软件	-2.54		35.65		-0.93		--		-1.49		12367324	9.55		0.87		计算机应用	149800--	36.80		36.58		36.90		34.70		35.64		35.65		48.99		4.06		2200		34900		-27.97		6.01		441,541,750	24275.21	18189		680		5571180		6796144		8655887379	4616066918	--		
SZ300452	山河药辅	+3.37		27.00		+0.88		--		0.16		3246454		7.70		1.03		化学制药	45400--		26.14		26.12		27.58		25.61		27.00		27.01		39.57		5.48		19000		22001		-28.78		7.54		87,346,185	16615.21	5257		618		1712951		1533503		2505600000	1138511808	--		
SZ300453	三鑫医疗	+1.44		13.40		+0.19		--		-0.03		1445604		2.03		1.05		医疗器械服务	11300--		13.10		13.21		13.54		13.10		13.40		13.41		79.84		3.63		11900		2200		+49.66		3.33		19,268,803	13665.82	1410		1025		720366		725238		2126848000	954017020	--		
SZ300456	耐威科技	-1.97		39.90		-0.80		--		-0.32		2327427		3.23		0.63		国防军工	26200--		41.25		40.70		41.31		39.00		39.87		39.90		303.9		5.43		600		9800		+33.59		5.68		92,804,271	21091.88	4400		529		987509		1339918		7494681936	2878093054	--		
SZ300458	全志科技	-3.03		26.58		-0.83		--		-0.23		8391240		5.23		0.84		半导体及元件	92632--		27.40		27.41		27.81		25.02		26.58		26.59		亏损		4.38		29768		7909		+47.42		10.18		222,585,220	21080.14	10559		795		3742282		4648958		8808680576	4266273136	--		
SZ300460	惠伦晶体	-1.21		13.10		-0.16		--		0.01		1313467		1.37		0.55		半导体及元件	27800--		13.30		13.26		13.45		12.93		13.09		13.10		231.5		3.20		4300		25000		-19.30		3.92		17,340,874	12769.42	1358		967		597287		716180		2204392020	1255487350	--		
SZ300462	华铭智能	-7.96		27.51		-2.38		--		-1.38		6099440		10.88		1.08		计算机设备	74700--		29.79		29.89		29.95		27.19		27.51		27.52		34.34		6.15		12200		2500		+56.69		9.23		173,788,230	18890.03	9200		663		2418478		3680962		3789777600	1541599878	--		
SZ300463	迈克生物	+4.45		27.00		+1.15		--		0.25		7557837		2.41		1.47		生物制品	66900--		26.05		25.85		27.50		26.05		27.00		27.01		37.54		6.10		11700		39600		-73.76		5.61		203,741,420	26211.43	7773		972		4650245		2907592		15066000000	8460256140	--		
SZ300465	高伟达		+1.13		11.61		+0.13		--		0.04		25431721	9.46		0.64		计算机应用	640700--	11.56		11.48		11.97		11.36		11.61		11.62		1017		4.85		36200		184000		-43.14		5.31		297,114,820	16556.05	17946		1417		12568745	12862976	5222947279	3122625600	--		
SZ300468	四方精创	-0.14		42.14		-0.06		--		0.08		2619916		3.92		0.65		计算机应用	33200--		42.40		42.20		43.20		41.00		42.14		42.15		86.51		4.73		5100		2100		-9.82		5.21		110,824,885	22897.70	4840		541		1223861		1396055		4557927717	2817411712	--		
SZ300469	信息发展	-2.29		42.21		-0.99		--		0.04		922204		3.22		0.55		计算机应用	37300--		43.58		43.20		43.87		42.20		42.21		42.22		亏损		7.13		1000		5800		+39.29		3.87		39,622,543	17370.69	2281		404		335603		586601		2882943000	1207396367	--		
SZ300470	日机密封	+1.52		45.96		+0.69		--		0.14		932514		1.45		0.74		通用设备	9000--		45.33		45.27		46.65		45.06		45.95		45.96		39.98		4.82		6600		200		-10.34		3.51		42,979,069	31257.50	1375		678		572572		359942		4903012800	2964397020	--		
SZ300472	新元科技	-2.35		26.56		-0.64		--		-0.29		1535609		4.62		1.24		专用设备	24300--		27.60		27.20		28.50		26.32		26.55		26.56		88.55		2.96		6300		4600		-26.45		8.01		41,674,751	20103.59	2073		741		677708		857901		3520409622	883252800	--		
SZ300474	景嘉微		-5.01		55.52		-2.93		--		-0.67		4430470		6.61		0.90		国防军工	39200--		58.75		58.45		59.48		54.10		55.51		55.52		266.9		15.33		1100		14300		-89.62		9.20		248,232,980	22128.10	11218		395		1949004		2481466		15012385920	3719840000	--		
SZ300476	胜宏科技	+0.78		16.85		+0.13		--		0.40		14773178	4.40		0.83		半导体及元件	171200--	16.71		16.72		17.10		16.22		16.85		16.86		36.79		4.88		49000		25600		+10.91		5.26		247,815,880	21144.70	11720		1261		6928318		7844860		12969579463	5655726090	--		
SZ300481	濮阳惠成	-2.34		22.58		-0.54		--		-0.23		2255320		3.09		0.55		化学制品	71900--		23.20		23.12		23.20		22.50		22.57		22.58		45.12		5.31		1000		75700		-69.60		3.03		51,316,327	15345.79	3344		674		1081878		1173442		3869670080	1646985200	--		
SZ300482	万孚生物	+3.81		75.95		+2.79		--		-0.24		2857517		2.69		1.26		生物制品	49200--		73.20		73.16		76.40		73.20		75.92		75.95		61.26		12.45		200		4600		-80.55		4.37		215,170,800	50028.09	4301		664		1732047		1125470		13523011425	8058750700	--		
SZ300483	沃施股份	-0.61		36.09		-0.22		--		-0.05		324743		1.00		0.67		专用设备	3000--		36.05		36.31		36.58		35.53		36.09		36.10		95.74		5.48		200		2000		+59.41		2.89		11,718,072	17181.92	682		476		107044		217699		2219535000	1167980670	--		
SZ300485	赛升药业	+7.65		34.46		+2.45		--		0.99		6766221		8.01		2.76		化学制药	114500--	32.44		32.01		35.00		32.44		34.46		34.47		34.54		3.48		15400		718		+57.25		8.00		229,972,760	21642.46	10626		637		3793850		2972371		8270400000	2911180800	--		
SZ300487	蓝晓科技	-1.10		37.88		-0.42		--		-0.34		15947670	18.85		0.96		化学制品	362300--	37.92		38.30		39.50		37.23		37.87		37.88		95.26		9.21		600		183500		-87.96		5.93		613,229,900	23614.83	25968		614		7174540		8773130		7666675250	3204794747	--		
SZ300490	华自科技	-0.15		13.39		-0.02		--		-0.04		1175500		1.29		0.68		电气设备	46300--		13.26		13.41		13.65		13.26		13.39		13.43		82.93		2.51		6200		400		+16.84		2.91		15,798,932	12823.81	1232		954		541800		633700		3060774976	1218133438	--		
SZ300493	润欣科技	-3.85		14.47		-0.58		--		-0.65		8532325		5.52		0.81		半导体及元件	77700--		15.25		15.05		15.49		14.29		14.46		14.47		81.61		8.64		7600		2200		-46.71		7.97		124,874,227	13051.24	9568		892		3481192		5051133		4341000000	2235832050	--		
SZ300494	盛天网络	+1.48		15.82		+0.23		--		0.07		2491363		2.91		0.76		传媒		21700--		15.62		15.59		16.06		15.62		15.82		15.83		47.32		3.88		7500		1400		+36.71		2.82		39,605,263	16158.82	2451		1016		1408673		1082690		3796800000	1353203250	--		
SZ300496	中科创达	-9.99		35.77		-3.97		--		-2.18		29186366	13.08		1.25		计算机应用	33900--		37.78		39.74		38.09		35.77		--		35.77		95.13		11.29		0		242754		-100.00		5.84		1,058,927,860	26622.95	39775		734		13584439	15601927	14446738237	7978887678	--		
SZ300497	富祥股份	-0.02		46.57		-0.01		--		0.01		741170		1.26		0.59		化学制药	3800--		46.91		46.58		47.18		46.25		46.57		46.60		21.16		5.20		900		8500		-23.01		2.00		34,568,484	20811.85	1661		446		306070		435100		5230288343	2746530948	--		
SZ300501	海顺新材	+0.06		35.02		+0.02		--		-0.07		314874		1.31		0.64		包装印刷	3700--		34.96		35.00		35.55		34.80		35.02		35.08		37.23		3.75		870		300		+22.79		2.14		11,083,450	14877.11	745		423		125528		189346		2355403176	841908816	--		
SZ300506	名家汇		+1.38		20.59		+0.28		--		0.15		1640608		1.24		0.75		建筑装饰	22700--		20.57		20.31		20.82		20.28		20.58		20.59		45.14		8.04		6600		6000		+36.46		2.66		33,771,587	12249.40	2757		595		901594		739014		6177000000	2715949688	--		
SZ300507	苏奥传感	+1.95		27.75		+0.53		--		0.05		1270440		2.21		0.63		汽车零部件	17500--		27.01		27.22		28.10		27.01		27.72		27.75		27.43		3.71		100		4800		-42.17		4.00		35,269,695	14732.54	2394		531		614526		655914		3330166500	1593053269	--		
SZ300509	新美星		+1.66		31.85		+0.52		--		0.01		1064565		4.05		0.60		专用设备	24600--		31.30		31.33		31.95		31.03		31.84		31.85		53.73		4.15		100		11500		-6.53		2.94		33,622,754	15755.74	2134		499		507033		557532		2548000000	837645445	--		
SZ300510	金冠电气	+1.09		26.97		+0.29		--		-0.06		498139		0.673		0.61		电气设备	10700--		26.75		26.68		27.10		26.73		26.95		26.97		103.0		2.08		5900		2700		+62.53		1.39		13,408,589	12004.11	1117		446		371839		126300		7073221513	1997348737	--		
SZ300512	中亚股份	+1.34		18.95		+0.25		--		-0.22		2814936		3.62		0.94		专用设备	59800--		18.70		18.70		19.10		18.68		18.95		18.97		30.90		3.54		7500		3000		-25.43		2.25		53,243,509	10935.20	4869		578		1580052		1234884		5116500000	1474782253	--		
SZ300513	恒泰实达	+0.03		33.00		+0.01		--		0.02		310715		0.504		0.83		计算机应用	2700--		32.88		32.99		33.14		32.19		33.00		33.02		762.0		7.04		1200		100		+0.00		2.88		10,222,615	20947.98	488		637		240335		70380		4021248000	2036226720	--		
SZ300514	友讯达		-4.34		36.35		-1.65		--		-0.30		4655104		10.31		0.72		通信设备	208600--	38.98		38.00		39.39		36.31		36.34		36.35		110.3		7.35		1000		90300		-78.80		8.11		177,302,120	20316.50	8727		533		2111904		2543200		3635000000	1641566000	--		
SZ300515	三德科技	+2.60		11.44		+0.29		--		0.05		4278290		4.69		1.76		仪器仪表	121300--	11.01		11.15		11.45		11.01		11.43		11.44		97.65		5.00		19800		12502		-20.09		3.95		48,526,490	13115.27	3700		1156		2312868		1965422		2288000000	1043413800	--		
SZ300516	久之洋		-2.32		43.81		-1.04		--		-0.08		408600		0.868		0.56		其他电子	15600--		45.25		44.85		45.25		43.80		43.81		43.82		185.7		4.47		3600		1300		-20.26		3.23		18,151,986	14406.34	1260		324		115333		293267		5257200000	2063451000	--		
SZ300517	海波重科	-0.05		20.79		-0.01		--		-0.13		476900		1.16		0.56		建筑装饰	6000--		20.98		20.80		21.18		20.61		20.74		20.79		133.9		3.43		500		9900		-58.75		2.74		9,919,944	20753.02	478		998		230000		246900		2128896000	851870250	--		
SZ300519	新光药业	+10.02		21.08		+1.92		--		0.81		2599006		2.63		1.96		中药		6400--		19.22		19.16		21.08		19.22		21.08		--		25.59		4.57		943400		0		+100.00		9.71		53,686,817	18797.91	2856		910		825406		1773600		3372800000	2082704000	--		
SZ300520	科大国创	-8.45		25.57		-2.36		--		-5.11		25559237	22.69		2.02		计算机应用	429500--	28.50		27.93		28.74		25.14		25.56		25.57		2480		9.17		23900		5560		-39.99		12.89		683,752,810	17975.99	38037		672		11919889	13639348	5175368000	2880511410	--		
SZ300521	爱司凯		+1.75		13.35		+0.23		--		0.05		883707		0.932		0.68		专用设备	26900--		13.13		13.12		13.55		13.05		13.35		13.36		193.6		3.87		800		100		-1.22		3.81		11,780,523	11899.52	990		893		459507		424200		1922400000	1266426657	--		
SZ300522	世名科技	-2.55		21.00		-0.55		--		0.01		1482088		2.85		0.63		化学制品	56620--		21.77		21.55		21.83		20.88		20.99		21.00		39.50		4.17		1700		13180		-5.42		4.41		31,396,571	13469.14	2331		636		609777		872311		2520126000	1093620150	--		
SZ300523	辰安科技	-3.15		61.50		-2.00		--		-0.43		1615111		1.57		0.97		计算机应用	17100--		63.99		63.50		63.99		61.38		61.48		61.50		240.5		10.07		100		38780		-71.18		4.11		100,679,186	35190.21	2861		565		859527		755584		8856000000	6312082328	--		
SZ300525	博思软件	-4.50		46.70		-2.20		--		-0.09		1152322		2.73		0.91		计算机应用	55000--		48.94		48.90		48.96		45.41		46.50		46.70		亏损		7.18		17400		16100		+24.15		7.26		53,839,639	21868.25	2462		468		462927		689395		3363894400	1967870238	--		
SZ300526	中潜股份	+9.99		17.62		+1.60		--		3.30		5859951		9.80		1.56		专用设备	8100--		16.11		16.02		17.62		16.06		17.62		--		95.32		5.67		2224602		0		+100.00		9.74		101,297,676	21864.38	4633		1265		1827653		4032298		3021210128	1053937058	--		
SZ300527	华舟应急	+0.00		25.90		+0.00		--		0.02		1120360		0.807		0.30		专用设备	60000--		26.20		25.90		26.21		25.71		25.81		25.90		421.5		6.30		400		5525		-27.10		1.93		29,028,009	14111.82	2057		545		546755		573605		12583126500	3596085241	--		
SZ300529	健帆生物	+0.42		45.19		+0.19		--		-0.01		1708125		1.60		0.63		医疗器械服务	21200--		45.23		45.00		46.30		44.06		45.19		45.21		52.43		12.72		3700		6900		-44.22		4.98		77,256,091	22883.91	3376		506		799746		908379		18870711340	4833806645	--		
SZ300531	优博讯		+1.23		16.40		+0.20		--		-0.19		3593810		2.95		0.70		其他电子	36400--		16.34		16.20		16.65		16.08		16.39		16.40		43.98		7.37		3300		32900		-43.72		3.52		58,972,031	15772.14	3739		961		1802949		1790861		4592000000	2000734400	--		
SZ300532	今天国际	+1.27		35.09		+0.44		--		1.07		5661277		8.59		1.04		计算机应用	95320--		35.34		34.65		36.17		34.35		35.00		35.09		54.25		6.65		10900		3880		-37.08		5.25		199,610,270	23974.33	8326		680		2680424		2980853		5404898664	2312228180	--		
SZ300533	冰川网络	+2.49		48.17		+1.17		--		-0.03		1283661		3.58		1.23		通信服务	26300--		47.70		47.00		48.38		47.08		48.17		48.18		64.47		3.14		2500		4400		+37.96		2.77		61,489,459	18763.95	3277		392		669161		614500		4817000000	1727804672	--		
SZ300534	陇神戎发	+5.30		9.33		+0.47		--		0.16		11317146	6.13		1.76		中药		219800--	8.89		8.86		9.48		8.61		9.33		9.34		110.2		3.94		8700		51200		-36.59		9.82		103,808,786	11686.23	8883		1274		6155044		5162102		2830208850	1721358876	--		
SZ300535	达威股份	-2.58		31.77		-0.84		--		-0.10		616200		1.94		0.81		化学制品	15200--		32.16		32.61		32.70		31.66		31.73		31.77		58.80		2.84		100		3900		+22.22		3.19		19,846,591	13178.35	1506		409		213900		402300		1897939800	1007892099	--		
SZ300537	广信材料	-1.06		17.79		-0.19		--		-0.69		4403627		6.36		0.46		化学制品	109400--	18.15		17.98		18.25		17.35		17.78		17.79		46.96		2.75		9700		28500		-0.78		5.01		78,076,322	14509.63	5381		818		1905074		2498553		3433960648	1231102192	--		
SZ300538	同益股份	+1.28		35.50		+0.45		--		0.02		232529		1.47		0.73		贸易		1400--		35.46		35.05		35.87		35.10		35.38		35.50		64.16		4.94		3200		500		+7.81		2.20		8,230,046	16232.83	507		459		100305		132224		2004929950	560818066	--		
SZ300540	深冷股份	-0.83		21.48		-0.18		--		-0.02		411312		0.964		0.51		通用设备	6100--		21.60		21.66		21.92		21.30		21.47		21.48		亏损		2.67		200		1800		-80.99		2.86		8,876,556	15045.01	590		697		186424		224888		1718400000	916640420	--		
SZ300541	先进数通	-2.14		24.74		-0.54		--		-0.55		2008123		3.97		0.68		计算机应用	24200--		25.29		25.28		25.70		24.21		24.74		24.75		亏损		4.07		2000		800		-13.02		5.89		49,790,988	14885.20	3345		600		822892		1185231		2968800000	1251982544	--		
SZ300542	新晨科技	-5.40		35.03		-2.00		--		-1.29		2961300		9.07		0.99		计算机应用	68000--		37.30		37.03		37.51		34.72		35.03		35.05		亏损		5.43		2300		1800		+56.97		7.53		105,244,608	18509.43	5686		521		1156558		1804742		3194438245	1143116475	--		
SZ300543	朗科智能	+2.77		31.49		+0.85		--		0.26		6559106		15.40		0.78		电子制造	142000--	29.89		30.64		31.58		29.55		31.49		31.50		142.6		5.72		2700		19800		+57.88		6.63		201,805,990	15541.47	12985		505		3033498		3525608		3778800000	1341474000	--		
SZ300545	联得装备	-4.81		29.90		-1.51		--		-1.12		4381340		9.46		0.91		专用设备	43800--		31.15		31.41		31.63		29.59		29.89		29.90		91.85		8.24		1200		2100		+61.05		6.49		132,626,142	18093.61	7330		598		1703906		2677434		4309554873	1385352873	--		
SZ300546	雄帝科技	-1.57		24.43		-0.39		--		-0.09		1866595		2.96		0.28		其他电子	46700--		24.82		24.82		25.29		24.33		24.42		24.43		亏损		5.22		13900		1865		+87.00		3.87		46,086,617	14255.06	3233		577		823525		1043070		3303058150	1542556617	--		
SZ300547	川环科技	+1.78		57.11		+1.00		--		0.10		1296300		4.14		1.84		化工合成材料	12300--		56.98		56.11		58.34		56.16		57.11		57.16		32.21		4.80		800		200		-39.64		3.89		74,420,636	29357.25	2535		511		522200		774100		3526212119	1787034036	--		
SZ300548	博创科技	-4.60		44.01		-2.12		--		-0.24		2480302		7.27		0.81		通信设备	55100--		46.25		46.13		47.50		44.00		44.01		44.02		64.77		5.76		600		800		-3.19		7.59		112,899,472	20926.69	5395		460		986469		1493833		3638306700	1501181100	--		
SZ300550	和仁科技	+2.06		46.17		+0.93		--		0.48		1171386		4.00		0.74		计算机应用	16800--		46.17		45.24		46.33		44.79		46.17		46.18		318.8		7.53		2500		2500		+70.12		3.40		53,547,287	20130.56	2660		440		578886		592500		3842267400	1351395900	--		
SZ300551	古鳌科技	-2.96		24.29		-0.74		--		-0.08		690955		1.60		0.87		计算机设备	5200--		25.04		25.03		25.34		24.24		24.23		24.29		亏损		3.49		500		42900		-73.29		4.39		17,044,662	15594.38	1093		632		254455		436500		1781914400	1050829122	--		
SZ300552	万集科技	+0.04		24.85		+0.01		--		0.03		890400		2.24		0.84		计算机设备	15300--		24.85		24.84		25.70		24.83		24.85		24.91		亏损		3.62		2800		100		+64.67		3.50		22,427,228	14803.45	1515		588		353800		536600		2691155600	988086694	--		
SZ300553	集智股份	-3.15		37.55		-1.22		--		0.23		852640		5.63		1.18		仪器仪表	19100--		37.50		38.77		38.50		37.50		37.53		37.55		202.4		5.56		700		9400		-40.30		2.58		32,273,613	16217.90	1990		428		340486		512154		1802400000	568410384	--		
SZ300554	三超新材	+3.51		94.78		+3.21		--		0.47		1294670		4.13		1.14		新材料		9900--		93.20		91.57		96.50		89.60		94.78		94.84		23.46		9.37		4400		300		+31.91		7.54		120,851,189	30092.43	4016		322		676628		618042		4928560000	2969437117	--		
SZ300555	路通视信	-9.96		11.75		-1.30		--		-2.94		14206320	15.31		1.82		通信服务	26400--		12.65		13.05		12.79		11.75		--		11.75		109.7		3.69		0		389100		-100.00		7.97		170,607,250	12607.69	13532		1050		6820900		7385420		2350000000	1089973181	--		
SZ300557	理工光科	+2.53		34.91		+0.86		--		0.60		3210697		9.39		3.22		通信设备	18000--		37.46		34.05		37.46		34.80		34.91		34.95		亏损		4.30		700		100		+30.37		7.81		118,173,887	30363.28	3892		825		653676		2557021		1943388731	1193057349	--		
SZ300558	贝达药业	+0.17		68.71		+0.12		--		0.05		2737864		1.61		0.96		化学制药	24400--		68.95		68.59		70.68		67.68		68.71		68.72		161.0		13.21		6200		200		+74.68		4.37		190,454,810	34322.37	5549		493		1165514		1572350		27552710000	11660351533	--		
