代码		名称    		涨幅%		现价		涨跌		涨速%		DDE净量		总手		换手%		量比		所属行业		现手		开盘		昨收		最高		最低		买价		卖价		市盈(动)		市净率		买量		卖量		委比%		振幅%		金额		均笔额		笔数		手/笔		外盘		内盘		总市值		流通市值		贡献度		 
SZ002507	涪陵榨菜	+3.00		22.30		+0.65		--		0.15		7304596		0.948		0.86		食品加工制造	191600--	21.73		21.65		22.30		21.73		22.29		22.30		38.31		8.62		53100		6383		+58.95		2.63		160,406,680	13139.47	12208		598		4163798		3140798		17602666452	17187110635	--		
SZ002510	天汽模		+3.14		5.58		+0.17		--		0.34		17900467	2.43		1.27		汽车零部件	398146--	5.43		5.41		5.65		5.43		5.58		5.59		47.84		2.07		219654		74000		-15.11		4.07		99,357,890	13536.50	7340		2439		8419826		9480641		5001025505	4113754616	--		
SZ002519	银河电子	+3.26		6.96		+0.22		--		0.01		10122250	1.27		1.77		视听器材	164800--	6.76		6.74		7.04		6.75		6.96		6.97		50.15		2.18		21000		163720		-45.99		4.30		69,968,456	15323.80	4566		2217		5681660		4440590		7947227837	5544953700	--		
SZ002522	浙江众成	-0.96		11.31		-0.11		--		-0.02		7341102		0.862		0.57		包装印刷	187800--	11.35		11.42		11.57		11.23		11.31		11.32		223.0		5.62		7300		46000		+3.58		2.98		83,256,153	17323.38	4806		1527		2722816		4618286		10244364901	9630236877	--		
SZ002524	光正集团	+10.00		7.26		+0.66		--		0.56		47273655	9.44		3.08		燃气水务	28000--		6.60		6.60		7.26		6.53		7.26		--		亏损		4.59		3841400		0		+100.00		11.06		328,804,470	21247.46	15475		3055		20676831	26596824	3654196128	3637588152	--		
SZ002526	山东矿机	-0.77		6.41		-0.05		--		-0.17		5489103		1.05		1.15		专用设备	84300--		6.50		6.46		6.58		6.41		6.41		6.42		26.14		1.70		33100		45000		-16.05		2.63		35,684,387	14559.11	2451		2240		2040631		3448472		3954224389	3353381244	--		
SZ002528	英飞拓		+0.81		4.96		+0.04		--		-0.01		5262371		0.627		0.70		计算机设备	54700--		4.94		4.92		5.07		4.94		4.96		4.97		亏损		1.79		36200		59500		-35.96		2.64		26,384,162	8546.86		3087		1705		2659086		2603285		5189969210	4163691890	--		
SZ002529	海源机械	+0.00		16.80		+0.00		--		-0.33		5342793		2.67		1.19		专用设备	45900--		16.78		16.80		17.50		16.66		16.78		16.80		41.56		2.74		12200		22000		-54.24		5.00		89,946,139	31941.10	2816		1897		2686889		2655904		4368000000	3360000000	--		
SZ002537	海联金汇	+1.89		11.31		+0.21		--		0.07		7011280		0.600		1.08		计算机应用	79000--		11.08		11.10		11.36		10.95		11.30		11.31		37.43		2.02		29500		1600		-41.15		3.69		78,289,998	24044.84	3256		2153		4121048		2890232		14152769631	13221927677	--		
SZ002540	亚太科技	+0.00		7.61		+0.00		--		0.18		10279008	1.46		0.62		有色冶炼加工	710100--	7.55		7.61		7.61		7.31		7.60		7.61		29.27		2.04		51300		106817		-24.73		3.94		76,865,639	17058.51	4506		2281		6282508		3996500		9668729495	5363637280	--		
SZ002544	杰赛科技	+0.99		18.40		+0.18		--		-0.13		15176428	2.97		1.09		通信设备	139859--	18.15		18.22		18.80		17.32		18.40		18.41		79.44		4.91		5541		16400		-52.88		8.12		272,550,950	15380.11	17721		856		6900676		8275752		10525536552	9412335632	--		
SZ002549	凯美特气	+0.80		6.32		+0.05		--		-0.00		1467117		0.237		0.47		化学制品	20900--		6.40		6.27		6.40		6.20		6.32		6.33		52.25		4.40		42293		31927		+0.23		3.19		9,242,644	10611.53	871		1684		636657		830460		3941784000	3919884758	--		
SZ002550	千红制药	+3.88		6.43		+0.24		--		0.11		24249786	2.68		2.93		化学制药	128400--	6.16		6.19		6.46		6.16		6.43		6.44		24.47		3.26		56800		56700		-85.68		4.85		154,452,030	14646.94	10545		2300		14763547	9486239		8230400000	5811112050	--		
SZ002559	亚威股份	-0.89		8.86		-0.08		--		-0.06		5223260		1.71		0.56		通用设备	72900--		8.95		8.94		9.19		8.82		8.86		8.88		38.62		2.02		50400		4000		+22.28		4.14		47,015,983	12487.64	3765		1387		2034533		3188727		3304810833	2710036198	--		
SZ002563	森马服饰	+5.77		11.00		+0.60		--		-0.01		11304569	0.615		2.32		服装家纺	90210--		10.44		10.40		11.07		10.44		11.00		11.01		23.68		2.84		62290		21900		+54.68		6.06		122,231,144	11045.65	11066		1022		7248759		4055810		29583991800	20227288400	--		
SZ002564	天沃科技	+1.52		8.00		+0.12		--		0.06		5639000		0.992		1.12		专用设备	10600--		7.90		7.88		8.00		7.80		7.99		8.00		亏损		2.21		96000		61300		-48.00		2.54		44,782,387	6586.61		6799		829		2486600		3152400		5886096000	4545770240	--		
SZ002566	益盛药业	+2.29		8.47		+0.19		--		-0.02		2830161		1.26		0.96		中药		33000--		8.32		8.28		8.53		8.30		8.46		8.47		34.43		1.54		16200		17600		-4.56		2.78		23,904,928	12879.81	1856		1525		1644961		1185200		2803160052	1906333668	--		
SZ002574	明牌珠宝	+3.13		6.92		+0.21		--		0.21		4771973		0.904		1.18		家用轻工	117600--	6.73		6.71		7.00		6.72		6.91		6.92		25.05		1.15		15400		39600		-15.01		4.17		32,711,036	19482.45	1679		2842		2991693		1780280		3653760000	3653760000	--		
SZ002577	雷柏科技	-1.91		15.90		-0.31		--		-0.16		4636993		1.65		0.96		计算机设备	63000--		16.11		16.21		16.24		15.82		15.89		15.90		120.9		3.77		13700		59700		-6.08		2.59		74,145,825	17151.47	4323		1073		2032248		2604745		4500930660	4471696920	--		
SZ002579	中京电子	-1.65		9.52		-0.16		--		-0.24		6412172		1.82		0.55		半导体及元件	140400--	9.72		9.68		9.80		9.45		9.51		9.52		47.14		3.55		14300		11300		+36.12		3.62		61,357,338	14802.74	4145		1547		2936155		3476017		3601400768	3355181200	--		
SZ002582	好想你		+7.79		13.70		+0.99		--		0.43		13904702	5.89		4.62		食品加工制造	85276--		12.74		12.71		13.96		12.50		13.70		13.71		14.69		2.08		36524		900		+56.47		11.49		188,602,440	18310.92	10300		1350		8475659		5429043		7064872992	3232663508	--		
SZ002587	奥拓电子	+2.54		7.27		+0.18		--		-0.01		15095640	3.84		1.90		光学光电子	87050--		7.25		7.09		7.44		7.17		7.27		7.28		25.18		3.75		40950		66450		-29.23		3.81		110,267,227	13670.62	8066		1872		8653590		6442050		4444774984	2855526812	--		
SZ002589	瑞康医药	+4.53		14.78		+0.64		--		-0.06		14532736	1.24		1.45		医药商业	63600--		14.21		14.14		14.98		14.21		14.77		14.78		19.84		2.77		1100		26600		-45.53		5.45		214,083,930	15486.40	13824		1051		8238448		6294288		22239621190	17376921969	--		
SZ002599	盛通股份	+2.48		12.42		+0.30		--		-0.04		973142		0.527		0.82		包装印刷	11600--		12.12		12.12		12.50		12.12		12.42		12.43		98.97		2.58		13800		32603		-51.79		3.14		12,002,211	6043.41		1986		490		645842		327300		4023004676	2293251529	--		
SZ002602	世纪华通	+2.27		35.07		+0.78		--		-0.01		1797516		0.225		1.19		通信服务	18300--		34.35		34.29		35.15		34.27		35.06		35.07		40.80		3.77		1900		20000		-84.70		2.57		62,654,092	19055.38	3288		547		1182602		614914		51174940089	27991545198	--		
SZ002603	以岭药业	+1.26		15.24		+0.19		--		0.11		10168534	1.03		2.79		中药		55000--		15.16		15.05		15.58		15.16		15.24		15.25		14.78		2.47		31000		3700		+74.57		2.79		156,657,840	17743.55	8829		1152		5499619		4668915		18372487207	15065052420	--		
SZ002613	北玻股份	+1.65		3.69		+0.06		--		0.07		6437606		1.26		0.84		专用设备	191200--	3.65		3.63		3.70		3.56		3.69		3.70		10.78		2.27		17172		39500		-4.51		3.86		23,439,735	7544.17		3107		2072		3523913		2913693		3458157300	1883740646	--		
SZ002614	奥佳华		+0.00		22.38		+0.00		--		0.05		2436675		0.802		1.00		医疗器械服务	40350--		22.60		22.38		23.03		22.20		22.38		22.39		110.3		4.30		31350		300		+66.82		3.71		55,124,010	13047.10	4225		577		1123801		1312874		12549450720	6799050266	--		
SZ002618	丹邦科技	+0.91		13.35		+0.12		--		0.05		4083700		0.745		0.77		半导体及元件	158550--	13.20		13.23		13.50		13.07		13.35		13.36		423.7		4.35		4650		6550		-43.89		3.25		54,177,142	16956.85	3195		1278		1847850		2235850		7314732000	7314732000	--		
SZ002623	亚玛顿		+2.37		19.47		+0.45		--		0.04		1668120		1.05		1.53		建筑材料	26400--		19.02		19.02		19.48		19.02		19.46		19.47		104.4		1.46		9460		15500		-7.22		2.42		32,260,966	15033.07	2146		777		975375		692745		3115200000	3106898576	--		
SZ002624	完美世界	+1.36		35.15		+0.47		--		0.26		6823833		1.46		1.03		通信服务	149951--	34.68		34.68		35.31		33.70		35.13		35.15		32.08		5.58		175		50049		-95.63		4.64		236,068,270	37789.06	6247		1092		3913088		2910745		46211775652	16392223239	--		
SZ002627	宜昌交运	+0.21		19.25		+0.04		--		-0.01		2311765		1.75		0.79		公交		43900--		19.13		19.21		19.41		18.95		19.25		19.26		81.48		1.77		7100		6200		-32.65		2.39		44,309,927	25119.01	1764		1311		1169931		1141834		3563679735	2543675673	--		
SZ002630	华西能源	+1.64		14.25		+0.23		--		0.24		6684540		1.10		1.13		电气设备	104600--	14.45		14.02		14.45		14.04		14.24		14.25		141.9		3.21		51900		28400		+20.87		2.92		95,003,068	28876.31	3290		2032		4796261		1888279		10516500000	8642957310	--		
SZ002631	德尔未来	-0.41		9.65		-0.04		--		-0.00		7285613		1.13		0.50		家用轻工	153474--	9.62		9.69		9.96		9.51		9.65		9.66		51.65		3.98		130526		28400		+32.02		4.64		70,924,577	10683.02	6639		1097		3189930		4095683		6277132000	6232468616	--		
SZ002632	道明光学	-1.41		9.10		-0.13		--		-0.01		4875953		0.880		1.05		化学制品	15500--		9.45		9.23		9.49		9.01		9.09		9.10		31.47		3.05		25400		4500		+18.16		5.20		44,730,277	11318.39	3952		1234		2333688		2542265		5700428734	5045039818	--		
SZ002640	跨境通		+0.22		18.45		+0.04		--		0.04		4702513		0.484		0.52		传媒		18400--		18.24		18.41		18.85		18.24		18.44		18.45		27.13		4.65		66400		100		+40.52		3.31		87,352,222	15862.03	5507		854		2040713		2661800		28546601985	17943349901	--		
SZ002649	博彦科技	-2.21		11.94		-0.27		--		-0.67		19037148	4.56		0.91		计算机应用	279500--	12.32		12.21		12.42		11.72		11.94		11.95		50.04		2.95		57700		33300		+22.81		5.73		228,273,450	18772.49	12160		1566		7712864		11324284	6283333062	4983953488	--		
SZ002653	海思科		+1.66		12.89		+0.21		--		0.06		2787814		0.576		1.46		化学制药	25003--		12.85		12.68		12.94		12.64		12.89		12.90		58.25		6.82		1797		18600		+84.65		2.37		35,789,111	18176.29	1969		1416		1536813		1251001		13924680300	6238914809	--		
SZ002654	万润科技	+2.62		7.06		+0.18		--		0.02		8009896		1.59		0.84		光学光电子	274200--	6.90		6.88		7.06		6.88		7.05		7.06		28.17		1.93		140300		162500		-33.13		2.62		55,968,917	10991.54	5092		1573		4423638		3586258		6221592383	3559578929	--		
SZ002655	共达电声	-2.16		10.40		-0.23		--		-0.16		7109600		1.97		0.81		电子制造	292600--	10.70		10.63		10.80		10.33		10.39		10.40		亏损		8.27		21700		316300		-58.14		4.42		74,734,035	17066.46	4379		1624		3436303		3673297		3744000000	3744000000	--		
SZ002657	中科金财	-0.96		20.59		-0.20		--		0.10		6876923		2.50		0.89		计算机应用	68300--		21.04		20.79		21.20		20.35		20.58		20.59		58.92		2.73		53900		27100		+13.32		4.09		142,586,920	16906.20	8434		815		3170810		3706113		6950704047	5672853644	--		
SZ002659	凯文教育	-0.87		12.58		-0.11		--		0.01		718200		0.231		0.47		传媒		31000--		12.69		12.69		12.75		12.39		12.58		12.59		亏损		2.88		63600		11000		+12.91		2.84		8,973,962	9261.05		969		741		313000		405200		6271972734	3905870479	--		
SZ002665	首航节能	+4.07		7.16		+0.28		--		0.65		32732097	2.11		1.76		电气设备	758700--	6.90		6.88		7.21		6.85		7.15		7.16		亏损		2.46		14800		69700		-83.75		5.23		230,327,580	26011.02	8855		3696		16288388	16443709	18177240212	11106460972	--		
SZ002666	德联集团	+0.57		7.04		+0.04		--		0.78		18823786	4.24		2.24		化学制品	108100--	6.78		7.00		7.39		6.78		7.04		7.05		63.12		1.84		236900		23100		+59.10		8.71		134,856,010	18727.40	7201		2614		10102315	8721471		5310478061	3126215699	--		
SZ002669	康达新材	-0.26		23.33		-0.06		--		-0.00		737475		0.343		0.49		化学制品	9300--		23.77		23.39		23.78		23.28		23.33		23.56		141.8		3.27		7800		400		+46.40		2.14		17,344,021	12914.39	1343		549		406475		331000		5625546336	5016894632	--		
SZ002672	东江环保	+3.06		14.81		+0.44		--		0.11		4949989		0.761		1.84		环保工程	34100--		14.41		14.37		14.90		14.40		14.80		14.81		27.05		3.41		39300		11627		+52.06		3.48		72,263,959	14820.34	4876		1015		2621405		2328584		13137952481	9639303393	--		
SZ002674	兴业科技	+1.09		10.18		+0.11		--		-0.00		475200		0.198		0.98		纺织制造	27000--		10.07		10.07		10.20		9.87		10.12		10.18		81.74		1.30		2500		10300		-55.92		3.28		4,771,748	10373.37	460		1033		335500		139700		3075196389	2447506954	--		
SZ002675	东诚药业	+1.85		12.66		+0.23		--		0.06		8643395		1.50		1.17		化学制药	135500--	12.43		12.43		12.89		12.30		12.65		12.66		51.31		3.04		18300		23000		-34.39		4.75		109,253,213	15387.78	7100		1217		4612469		4030926		8907614486	7316001185	--		
SZ002677	浙江美大	+0.05		19.37		+0.01		--		0.24		4177964		1.48		0.62		白色家电	50400--		19.45		19.36		19.62		19.20		19.36		19.37		50.69		9.13		5800		11300		-1.59		2.17		81,084,901	14062.59	5766		725		1548932		2629032		12514502967	5480471289	--		
SZ002679	福建金森	+0.91		27.75		+0.25		--		0.44		6333688		4.57		2.08		种植业与林业	222000--	27.78		27.50		29.46		26.33		27.75		27.76		583.4		4.91		35300		10300		+39.61		11.38		177,964,130	28974.95	6142		1031		3083189		3250499		3848370000	3848370000	--		
SZ002680	长生生物	+4.58		24.00		+1.05		--		0.01		15710971	3.91		1.04		生物制品	245700--	23.46		22.95		24.60		22.62		23.99		24.00		37.15		5.82		3900		106730		-14.77		8.63		374,189,210	20418.49	18326		857		8236593		7474378		23368569120	9634930560	--		
SZ002683	宏大爆破	+7.66		10.68		+0.76		--		0.34		25637752	4.30		2.50		化学制品	598750--	9.98		9.92		10.90		9.98		10.68		10.69		208.8		2.49		37050		110073		+15.99		9.27		271,414,050	28432.23	9546		2686		14756385	10881367	7491891626	6363430972	--		
SZ002690	美亚光电	+2.42		19.46		+0.46		--		0.03		3287337		1.01		0.82		专用设备	27300--		19.17		19.00		19.66		19.02		19.45		19.46		75.73		5.87		300		5700		-9.04		3.37		63,835,049	10332.64	6178		532		1963052		1324285		13154960000	6355407929	--		
SZ002691	冀凯股份	+5.04		29.40		+1.41		--		0.16		5757293		2.89		1.35		专用设备	54100--		26.60		27.99		30.10		26.60		29.36		29.40		1249		6.82		100		8000		-16.06		12.50		167,199,930	36690.79	4557		1263		3575678		2181615		5880000000	5857662468	--		
SZ002693	双成药业	+1.42		6.41		+0.09		--		-0.06		13443960	3.33		0.61		化学制药	179200--	6.36		6.32		6.55		6.26		6.41		6.42		亏损		4.41		56800		90400		+6.10		4.59		86,480,965	9031.95		9575		1404		6627050		6816910		2596050000	2585901816	--		
SZ002696	百洋股份	+1.07		19.92		+0.21		--		-0.03		822984		0.793		0.82		养殖业		39700--		19.71		19.71		20.30		19.60		19.92		19.93		86.00		2.09		6300		4400		-1.70		3.55		16,418,010	8040.16		2042		403		440134		382850		4632111144	2067091508	--		
SZ002698	博实股份	-1.60		11.08		-0.18		--		-0.12		4071158		0.766		0.68		专用设备	29100--		11.26		11.26		11.36		11.06		11.08		11.09		91.03		3.88		46300		24800		+4.15		2.66		45,425,633	14719.91	3086		1319		1679220		2391938		7553236000	5887308362	--		
SZ002717	岭南股份	-0.78		12.68		-0.10		--		-0.11		7143535		1.35		0.99		建筑装饰	107300--	12.78		12.78		12.99		12.49		12.67		12.68		36.24		3.43		6600		269378		-84.45		3.91		90,801,346	12239.03	7419		963		3076320		4067215		12722239616	6732927967	--		
SZ002719	麦趣尔		-3.31		31.30		-1.07		--		-0.01		2919500		3.45		1.64		食品加工制造	21900--		32.38		32.37		32.92		31.00		31.13		31.30		95.53		2.94		700		200		-25.87		5.93		92,452,199	20544.93	4500		649		2209739		709761		3406603139	2648831360	--		
SZ002725	跃岭股份	+8.71		14.97		+1.20		--		0.52		7310446		10.54		4.76		汽车零部件	74600--		13.70		13.77		15.15		13.70		14.96		14.97		141.0		2.62		8600		42660		-19.62		10.53		109,615,075	16843.13	6508		1123		2558066		4752380		2395200000	1037983872	--		
SZ002727	一心堂		+0.45		29.33		+0.13		--		-0.39		8552417		3.20		1.02		医药商业	28800--		29.75		29.20		31.19		29.07		29.32		29.33		31.70		4.35		300		55500		-78.92		7.26		254,030,270	26625.12	9541		896		5027417		3525000		16652688527	7844520849	--		
SZ002728	特一药业	+2.72		17.72		+0.47		--		0.03		1160347		1.03		1.22		中药		33800--		17.25		17.25		17.73		17.16		17.65		17.72		35.73		3.53		3784		15100		-48.01		3.30		20,346,536	13237.82	1537		755		739662		420685		3544000000	2000720900	--		
SZ002734	利民股份	+0.60		25.13		+0.15		--		0.14		2489200		1.98		0.86		化学制品	58700--		24.80		24.98		25.46		24.65		25.12		25.13		17.63		2.39		1100		5500		-2.60		3.24		62,736,647	23611.84	2657		937		1252900		1236300		4139135914	3157221824	--		
SZ002737	葵花药业	+0.00		22.21		+0.00		--		-0.01		9753086		1.89		1.07		中药		132100--	22.29		22.21		23.00		22.20		22.20		22.21		22.13		4.11		24700		6700		-23.73		3.60		220,583,900	19094.87	11552		844		5108084		4645002		12970640000	11477656038	--		
SZ002741	光华科技	+0.60		18.56		+0.11		--		-0.17		1475125		0.800		0.46		化学制品	38300--		18.56		18.45		18.64		18.20		18.55		18.56		64.62		6.11		600		18500		-45.35		2.38		27,193,858	11641.21	2336		631		744100		731025		6945686528	3420380454	--		
SZ002746	仙坛股份	-2.28		22.28		-0.52		--		-0.20		3020353		2.11		1.24		养殖业		62200--		22.80		22.80		22.85		22.20		22.28		22.29		32.86		1.88		4600		14400		+0.00		2.85		67,899,639	15108.95	4494		672		1408160		1612193		4051399656	3182479656	--		
SZ002747	埃斯顿		-0.69		12.98		-0.09		--		-0.04		10817671	1.32		0.83		通用设备	110000--	13.10		13.07		13.25		12.59		12.98		12.99		150.5		6.90		27800		76000		-20.81		5.05		140,369,650	14580.83	9627		1124		4599067		6218604		10883610714	10661762005	--		
SZ002749	国光股份	-0.01		69.50		-0.01		--		0.12		821982		1.70		1.42		化学制品	22400--		70.00		69.51		70.10		69.11		69.49		69.50		26.45		5.76		2468		700		+7.19		1.42		57,222,070	24760.74	2311		356		425432		396550		5212500000	3361765388	--		
SZ002753	永东股份	+1.50		18.92		+0.28		--		-0.04		1214693		1.41		0.88		化工合成材料	31000--		18.72		18.64		19.02		18.40		18.92		18.93		13.05		3.43		12500		11225		+6.29		3.33		22,810,015	14418.47	1582		768		561433		653260		4201690407	1626205388	--		
SZ002755	东方新星	+4.38		26.72		+1.12		--		0.35		1867543		5.31		2.36		建筑装饰	23900--		24.97		25.60		27.40		24.88		26.71		26.72		147.6		5.17		100		17400		-18.03		9.84		49,318,725	13737.81	3590		520		955752		911791		2707804800	938940800	--		
SZ002757	南兴装备	+1.23		34.60		+0.42		--		0.22		1000033		2.50		2.12		专用设备	24200--		34.18		34.18		34.68		33.30		34.60		34.61		36.59		4.25		1000		2800		-40.99		4.04		34,328,534	52976.13	648		1543		709200		290833		3841845600	1386716100	--		
SZ002758	华通医药	+3.33		9.62		+0.31		--		0.10		3259728		2.63		1.13		医药商业	38000--		9.40		9.31		9.85		9.31		9.62		9.63		65.63		3.44		44600		700		+46.74		5.80		31,455,964	9708.63		3240		1006		1824637		1435091		2020200000	1193969782	--		
SZ002759	天际股份	-6.10		13.40		-0.87		--		-10.53		27066995	23.06		2.93		白色家电	118000--	14.50		14.27		14.99		13.23		13.39		13.40		176.1		1.81		1500		11850		-51.74		12.33		379,326,480	14341.27	26450		1023		17236002	9830993		6059211732	1572684260	--		
SZ002767	先锋电子	+0.00		18.98		+0.00		--		-1.91		3765334		10.04		3.49		电气设备	52200--		18.96		18.98		19.54		18.36		18.97		18.98		102.7		4.06		34700		16950		-0.71		6.22		71,636,554	16987.56	4217		893		1866407		1898927		2847000000	711750000	--		
SZ002771	真视通		-1.85		19.09		-0.36		--		-0.39		6124920		8.51		0.88		计算机应用	97922--		19.60		19.45		20.00		19.03		19.08		19.09		93.30		4.72		12942		15478		+35.46		4.99		119,408,359	14290.13	8356		733		2617269		3507651		3084947818	1373268949	--		
SZ002773	康弘药业	+1.85		57.22		+1.04		--		-0.85		2993859		4.25		1.94		化学制药	7600--		56.87		56.18		59.99		55.61		57.22		57.30		46.82		10.28		3900		100		+43.92		7.80		174,143,110	21946.20	7935		377		1290359		1703500		38578297917	4032343696	--		
SZ002779	中坚科技	+1.80		19.20		+0.34		--		0.09		630473		1.56		0.94		专用设备	14600--		18.86		18.86		19.21		18.86		19.17		19.20		139.9		3.99		700		8500		+55.01		1.86		12,016,246	21044.21	571		1104		412249		218224		2534400000	776160000	--		
SZ002782	可立克		+0.24		12.78		+0.03		--		-0.00		2004056		1.88		0.63		电子制造	48100--		12.70		12.75		12.97		12.52		12.78		12.79		75.47		6.40		14700		2200		+23.21		3.53		25,620,915	9617.46		2664		752		850730		1153326		5444280000	1361070000	--		
SZ002788	鹭燕医药	+1.38		29.30		+0.40		--		-0.02		1091000		1.58		0.76		医药商业	23400--		29.28		28.90		29.41		28.75		29.30		29.32		29.00		2.49		700		8600		-45.37		2.28		31,895,168	14245.27	2239		487		587100		503900		3755345840	2027358563	--		
SZ002792	通宇通讯	-0.87		29.62		-0.26		--		-0.15		3168121		4.48		0.70		通信设备	79400--		29.30		29.88		30.28		29.30		29.60		29.62		亏损		3.52		5300		51400		-48.22		3.28		93,972,192	17334.84	5421		584		1345931		1822190		6686892720	2094557477	--		
SZ002795	永和智控	+10.01		14.83		+1.35		--		4.37		8140158		12.77		2.01		建筑材料	20800--		13.50		13.48		14.83		13.42		14.83		--		97.61		4.75		2221700		0		+100.00		10.46		118,694,491	22716.65	5225		1558		1822514		6317644		2966000000	945412500	--		
SZ002798	帝王洁具	+0.00		51.25		+0.00		--		-0.05		502192		1.56		0.78		家用轻工	15100--		51.75		51.25		52.18		50.50		50.90		51.25		38.69		2.38		400		1900		-32.16		3.28		25,666,615	11111.09	2310		217		240100		262092		6834963835	1654538088	--		
SZ002806	华锋股份	-3.03		30.07		-0.94		--		0.88		15322952	27.28		1.80		半导体及元件	1949700--	34.11		31.01		34.11		28.02		30.06		30.07		273.4		10.56		1800		89403		-43.69		19.64		513,459,440	34672.12	14809		1035		3155070		12167882	4122750357	1688878543	--		
SZ002808	苏州恒久	+0.46		13.09		+0.06		--		-0.00		1286352		1.46		0.44		其他电子	20600--		13.01		13.03		13.35		13.01		13.09		13.10		189.5		4.62		4009		22745		-17.41		2.61		16,914,845	10239.01	1652		779		601310		685042		2513280000	1149693443	--		
SZ002813	路畅科技	+3.27		30.29		+0.96		--		-0.14		2006700		6.69		0.89		其他电子	40100--		30.00		29.33		31.50		29.96		30.26		30.29		119.0		5.47		500		1700		+39.77		5.25		61,377,655	13208.02	4647		432		990034		1016666		3634800000	908700000	--		
SZ002815	崇达技术	-2.71		35.88		-1.00		--		-0.28		3894997		3.67		0.63		半导体及元件	46000--		36.60		36.88		37.40		35.23		35.88		35.89		28.73		5.90		13900		6200		+59.62		5.88		140,865,050	18115.36	7776		501		1700971		2194026		14710800000	3807404693	--		
SZ002818	富森美		+2.65		27.93		+0.72		--		0.11		1811341		1.98		1.21		零售		42900--		27.10		27.21		27.96		27.10		27.93		27.94		17.27		2.78		7100		11100		-32.86		3.16		50,087,783	12509.44	4004		452		1034759		776582		12289200000	2556153600	--		
SZ002819	东方中科	+1.28		28.40		+0.36		--		-0.10		858746		1.94		0.63		仪器仪表	8100--		28.03		28.04		28.78		27.24		28.38		28.40		233.3		7.35		2500		4500		-48.03		5.49		24,216,738	13394.21	1808		475		417124		441622		3218856000	1255610377	--		
SZ002821	凯莱英		+1.17		83.65		+0.97		--		-0.03		3145362		2.60		1.05		化学制药	26500--		83.17		82.68		87.50		82.20		83.65		83.88		75.79		9.07		2400		200		+74.03		6.41		266,732,520	34130.84	7815		402		1623057		1522305		19248760892	10124798084	--		
SZ002825	纳尔股份	+1.63		23.02		+0.37		--		0.04		705751		2.41		1.19		家用轻工	9900--		22.48		22.65		23.19		22.48		23.01		23.02		106.2		4.02		1400		2900		+7.61		3.13		16,111,133	15285.70	1054		670		369802		335949		2309136200	672897850	--		
SZ002827	高争民爆	-3.55		17.65		-0.65		--		-0.15		3287435		5.21		1.20		化学制品	80300--		18.01		18.30		18.54		17.60		17.64		17.65		203.8		3.96		4000		7300		-35.51		5.14		59,405,686	17549.69	3385		971		1163835		2123600		3247600000	1114535725	--		
SZ002828	贝肯能源	+0.62		22.66		+0.14		--		0.03		811849		1.40		0.46		采掘服务	13600--		22.62		22.52		22.89		22.45		22.66		22.67		亏损		3.06		1600		14500		-64.54		1.95		18,385,054	17246.77	1066		762		330610		481239		2713988200	1314506600	--		
SZ002829	星网宇达	-8.79		27.50		-2.65		--		-0.48		3827202		6.49		1.56		其他电子	23300--		29.00		30.15		29.26		27.20		27.50		27.51		296.7		5.58		79500		7800		+58.31		6.83		106,515,003	18142.57	5871		652		1303302		2523900		4445925000	1622761140	--		
SZ002830	名雕股份	+0.50		20.00		+0.10		--		0.11		2274800		5.71		0.59		建筑装饰	50900--		19.73		19.90		20.25		19.39		19.95		20.00		亏损		4.52		2400		2500		-71.75		4.32		45,291,426	15400.01	2941		773		1116600		1158200		2666800000	796800000	--		
SZ002832	比音勒芬	+0.41		66.22		+0.27		--		0.07		452210		0.973		0.77		服装家纺	3479--		67.23		65.95		67.50		65.23		66.21		66.22		20.79		4.62		300		5641		-83.57		3.44		30,088,641	22271.38	1351		335		217180		235030		7063687400	3077243400	--		
SZ002835	同为股份	+1.39		10.95		+0.15		--		0.92		5881424		6.91		1.30		计算机设备	94700--		10.59		10.80		11.11		10.55		10.94		10.95		亏损		3.68		15800		5402		-7.45		5.19		64,154,751	15113.02	4245		1385		3480504		2400920		2365200000	932484655	--		
SZ002840	华统股份	+0.08		50.44		+0.04		--		-0.20		1258416		1.29		0.95		食品加工制造	32100--		50.51		50.40		50.88		50.23		50.43		50.44		48.18		7.40		1200		3200		+48.15		1.29		63,504,546	33743.12	1882		669		753362		505054		9011948348	4934245183	--		
SZ002841	视源股份	-2.13		85.60		-1.86		--		-0.21		647598		1.60		0.77		光学光电子	10100--		87.98		87.46		87.99		83.88		85.05		85.60		68.09		13.03		200		8700		-50.08		4.70		55,232,331	21996.15	2511		258		282383		365215		34821010000	3466800000	--		
SZ002845	同兴达		+0.13		22.85		+0.03		--		0.11		6644994		10.65		1.48		光学光电子	98400--		23.41		22.82		24.50		22.69		22.84		22.85		31.80		4.54		3500		2800		-45.61		7.93		156,793,480	16721.07	9377		709		2821908		3823086		4600801115	1425840000	--		
SZ002848	高斯贝尔	+0.20		15.14		+0.03		--		-0.19		6767427		8.12		0.54		视听器材	115400--	15.10		15.11		15.59		14.90		15.14		15.15		亏损		4.06		54600		18300		+73.89		4.57		103,173,705	13366.20	7719		877		3203918		3563509		2530651000	1262105222	--		
